ENSGID	GENE	minP	meanP
ENSG00000112029	FBXO5	0.01893	0.3672
ENSG00000112031	MTRF1L	0.00502	0.9677
ENSG00000112033	PPARD	0.002082	0.4485
ENSG00000112038	OPRM1	0.007822	0.1606
ENSG00000112039	FANCE	0.001281	0.9739
ENSG00000112041	TULP1	0.0009722	0.07457
ENSG00000112053	SLC26A8	0.001281	0.1338
ENSG00000112062	MAPK14	0.0009722	0.2711
ENSG00000112077	RHAG	0.0547	0.4434
ENSG00000112078	KCTD20	0.01796	0.4075
ENSG00000112079	STK38	0.001879	0.5884
ENSG00000112081	SRSF3	0.01399	0.9263
ENSG00000112096	SOD2	0.003289	0.3806
ENSG00000112110	MRPL18	0.001692	0.1953
ENSG00000112116	IL17F	0.01947	0.6576
ENSG00000112118	MCM3	0.004185	0.005912
ENSG00000112130	RNF8	0.01012	0.6432
ENSG00000112137	PHACTR1	0.000169	0.5464
ENSG00000112139	MDGA1	0.00497	0.8052
ENSG00000112144	ICK	0.003346	0.01991
ENSG00000112146	FBXO9	0.0107	0.4003
ENSG00000112149	CD83	0.007611	0.01811
ENSG00000112159	MDN1	0.002768	0.2302
ENSG00000112164	GLP1R	0.0006967	0.01924
ENSG00000112167	SAYSD1	0.0006967	0.8443
ENSG00000112175	BMP5	0.01549	0.4705
ENSG00000112182	BACH2	0.009843	0.8759
ENSG00000112183	RBM24	0.01004	0.4657
ENSG00000112186	CAP2	0.01466	0.1637
ENSG00000112195	TREML2	0.4803	0.6428
ENSG00000112200	ZNF451	0.1325	0.9458
ENSG00000112208	BAG2	0.05312	0.9618
ENSG00000112210	RAB23	0.0683	0.4048
ENSG00000112212	TSPO2	0.04619	0.8266
ENSG00000112214	FHL5	0.004671	0.5525
ENSG00000112218	GPR63	0.01327	0.06986
ENSG00000112232	KHDRBS2	0.07377	0.2036
ENSG00000112234	FBXL4	0.02678	0.4173
ENSG00000112237	CCNC	0.01986	0.1616
ENSG00000112242	E2F3	0.02059	0.1134
ENSG00000112245	PTP4A1	0.01339	0.9648
ENSG00000112246	SIM1	0.01732	0.7018
ENSG00000112249	ASCC3	0.01044	0.3618
ENSG00000112273	HDGFL1	0.06429	0.9315
ENSG00000112276	BVES	0.003922	0.3137
ENSG00000112280	COL9A1	0.002828	0.5869
ENSG00000112282	MED23	0.05447	0.564
ENSG00000112290	WASF1	0.001277	0.7785
ENSG00000112293	GPLD1	0.006685	0.02171
ENSG00000112294	ALDH5A1	0.0006556	0.7592
ENSG00000112297	AIM1	0.003922	0.9246
ENSG00000112299	VNN1	0.007009	0.5856
ENSG00000112303	VNN2	0.005595	0.3628
ENSG00000112304	ACOT13	0.001562	0.6803
ENSG00000112305	SMAP1	0.01226	0.8388
ENSG00000112306	RPS12	0.05626	0.6747
ENSG00000112308	C6orf62	0.0003714	0.9881
ENSG00000112309	B3GAT2	0.01118	0.03845
ENSG00000112312	GMNN	0.0003714	0.9496
ENSG00000112319	EYA4	0.01819	0.1017
ENSG00000112320	SOBP	0.001649	0.4068
ENSG00000112335	SNX3	0.001133	0.5841
ENSG00000112337	SLC17A2	0.01469	0.1935
ENSG00000112339	HBS1L	0.003771	0.2352
ENSG00000112343	TRIM38	0.004407	0.4462
ENSG00000112357	PEX7	0.001355	0.4572
ENSG00000112365	ZBTB24	0.01968	0.06202
ENSG00000112367	FIG4	0.01968	0.9101
ENSG00000112378	PERP	0.007454	0.58
ENSG00000112379	KIAA1244	0.01006	0.4707
ENSG00000112394	SLC16A10	0.005565	0.3047
ENSG00000112406	HECA	0.02984	0.3005
ENSG00000112414	GPR126	0.005084	0.143
ENSG00000112419	PHACTR2	0.002208	0.5483
ENSG00000112425	EPM2A	0.0159	0.3609
ENSG00000112473	SLC39A7	0.0003636	0.1013
ENSG00000112486	CCR6	0.005014	0.7908
ENSG00000112494	UNC93A	0.002843	0.5566
ENSG00000112499	SLC22A2	0.05943	0.3339
ENSG00000112511	PHF1	0.02388	0.2744
ENSG00000112514	CUTA	0.0001088	0.007266
ENSG00000112530	PACRG	0.004869	0.9029
ENSG00000112531	QKI	0.0007557	0.06848
ENSG00000112539	C6orf118	0.004584	0.6859
ENSG00000112541	PDE10A	0.0112	0.6735
ENSG00000112559	MDFI	0.007039	0.7781
ENSG00000112561	TFEB	0.02595	0.8842
ENSG00000112562	SMOC2	0.01659	0.3957
ENSG00000112576	CCND3	0.009462	0.7763
ENSG00000112578	BYSL	0.0544	0.687
ENSG00000112584	FAM120B	0.004677	0.3966
ENSG00000112592	TBP	0.03884	0.5894
ENSG00000112599	GUCA1B	0.006843	0.3205
ENSG00000112619	PRPH2	0.006843	0.1562
ENSG00000112624	GLTSCR1L	0.0215	0.831
ENSG00000112640	PPP2R5D	0.02595	0.6095
ENSG00000112651	MRPL2	0.01131	0.8225
ENSG00000112655	PTK7	0.02832	0.1989
ENSG00000112658	SRF	0.01527	0.5536
ENSG00000112659	CUL9	0.02279	0.5536
ENSG00000112667	DNPH1	0.006843	0.8058
ENSG00000112679	DUSP22	0.04016	0.5089
ENSG00000112685	EXOC2	0.004801	0.6452
ENSG00000112695	COX7A2	0.01157	0.9413
ENSG00000112697	TMEM30A	0.01274	0.6417
ENSG00000112699	GMDS	0.001981	0.8094
ENSG00000112701	SENP6	0.0007642	0.5054
ENSG00000112706	IMPG1	0.01695	0.06377
ENSG00000112715	VEGFA	0.02748	0.811
ENSG00000112739	PRPF4B	0.1278	0.1869
ENSG00000112742	TTK	0.06746	0.08586
ENSG00000112759	SLC29A1	0.06266	0.3322
ENSG00000112761	WISP3	0.02002	0.2405
ENSG00000112763	BTN2A1	0.00252	0.5444
ENSG00000112769	LAMA4	0.01373	0.5092
ENSG00000112773	FAM46A	0.0009226	0.9024
ENSG00000112782	CLIC5	0.00433	0.4368
ENSG00000112787	FBRSL1	0.01103	0.3495
ENSG00000112796	ENPP5	0.01048	0.7697
ENSG00000112799	LY86	0.0007037	0.9935
ENSG00000112812	PRSS16	0.01123	0.5142
ENSG00000112818	MEP1A	0.008396	0.7524
ENSG00000112837	TBX18	0.05509	0.9758
ENSG00000112851	ERBB2IP	0.005695	0.3235
ENSG00000112852	PCDHB2	0.02417	0.5217
ENSG00000112855	HARS2	0.0601	0.06501
ENSG00000112874	NUDT12	0.001986	0.8763
ENSG00000112877	CEP72	2.987e-11	0.9957
ENSG00000112893	MAN2A1	0.003441	0.1846
ENSG00000112902	SEMA5A	0.01522	0.4474
ENSG00000112936	C7	0.005636	0.5981
ENSG00000112941	PAPD7	0.004998	0.3812
ENSG00000112964	GHR	0.005596	0.2466
ENSG00000112972	HMGCS1	0.2151	0.8997
ENSG00000112977	DAP	0.0009254	0.729
ENSG00000112981	NME5	0.0002852	0.1937
ENSG00000112983	BRD8	0.002175	0.1007
ENSG00000112984	KIF20A	0.04755	0.5073
ENSG00000112992	NNT	0.04691	0.4199
ENSG00000112996	MRPS30	0.03629	0.1555
ENSG00000113013	HSPA9	0.02757	0.02757
ENSG00000113048	MRPS27	0.004808	0.7545
ENSG00000113068	PFDN1	0.006607	0.7234
ENSG00000113070	HBEGF	0.05185	0.1289
ENSG00000113073	SLC4A9	0.02517	0.02605
ENSG00000113083	LOX	0.02761	0.02761
ENSG00000113088	GZMK	0.11	0.11
ENSG00000113100	CDH9	0.01158	0.3322
ENSG00000113108	APBB3	0.006607	0.6617
ENSG00000113119	TMCO6	0.002265	0.002265
ENSG00000113140	SPARC	0.002077	0.7312
ENSG00000113141	IK	0.01947	0.06501
ENSG00000113161	HMGCR	0.001041	0.8167
ENSG00000113163	COL4A3BP	0.03461	0.4488
ENSG00000113194	FAF2	0.00248	0.7295
ENSG00000113205	PCDHB3	0.00425	0.8663
ENSG00000113209	PCDHB5	0.07297	0.8389
ENSG00000113211	PCDHB6	0.03853	0.5116
ENSG00000113212	PCDHB7	0.00425	0.8587
ENSG00000113231	PDE8B	0.001041	0.6256
ENSG00000113240	CLK4	0.002087	0.9269
ENSG00000113248	PCDHB15	0.00425	0.5391
ENSG00000113249	HAVCR1	0.001074	0.2757
ENSG00000113262	GRM6	0.002254	0.6832
ENSG00000113263	ITK	0.002983	0.3007
ENSG00000113269	RNF130	0.002254	0.2173
ENSG00000113272	THG1L	0.0002808	0.001308
ENSG00000113273	ARSB	0.002164	0.1358
ENSG00000113282	CLINT1	0.002983	0.1483
ENSG00000113296	THBS4	0.003133	0.7397
ENSG00000113300	CNOT6	0.01383	0.2731
ENSG00000113303	BTNL8	0.002947	0.1854
ENSG00000113312	TTC1	0.04702	0.6772
ENSG00000113318	MSH3	0.003133	0.1729
ENSG00000113319	RASGRF2	0.007687	0.9586
ENSG00000113327	GABRG2	0.005238	0.4817
ENSG00000113328	CCNG1	0.01356	0.8114
ENSG00000113356	POLR3G	0.005525	0.6027
ENSG00000113360	DROSHA	0.002667	0.7398
ENSG00000113361	CDH6	0.001278	0.4971
ENSG00000113368	LMNB1	0.003484	0.5777
ENSG00000113384	GOLPH3	0.003485	0.2832
ENSG00000113387	SUB1	0.2823	0.4905
ENSG00000113389	NPR3	0.003702	0.2203
ENSG00000113391	FAM172A	0.4923	0.4923
ENSG00000113396	SLC27A6	2e-04	0.9353
ENSG00000113407	TARS	0.003055	0.3002
ENSG00000113430	IRX4	6.446e-05	0.7546
ENSG00000113441	LNPEP	0.01867	0.3016
ENSG00000113448	PDE4D	0.00688	0.7143
ENSG00000113456	RAD1	0.02004	0.7833
ENSG00000113460	BRIX1	0.02115	0.4701
ENSG00000113492	AGXT2	0.02697	0.1063
ENSG00000113494	PRLR	0.002676	0.1873
ENSG00000113504	SLC12A7	8.77e-07	0.03834
ENSG00000113520	IL4	0.002676	0.9912
ENSG00000113522	RAD50	0.002022	0.4208
ENSG00000113525	IL5	0.002022	0.3963
ENSG00000113532	ST8SIA4	0.06692	0.4882
ENSG00000113552	GNPDA1	0.04043	0.9278
ENSG00000113555	PCDH12	0.01277	0.926
ENSG00000113558	SKP1	0.001724	0.8137
ENSG00000113569	NUP155	0.001071	0.9045
ENSG00000113575	PPP2CA	0.006678	0.9627
ENSG00000113578	FGF1	0.01322	0.2797
ENSG00000113580	NR3C1	0.004103	0.953
ENSG00000113583	C5orf15	0.01888	0.3214
ENSG00000113593	PPWD1	0.0007419	0.6674
ENSG00000113594	LIFR	0.00562	0.8588
ENSG00000113595	TRIM23	0.0007419	0.1572
ENSG00000113597	TRAPPC13	0.002468	0.6676
ENSG00000113600	C9	0.02146	0.8875
ENSG00000113615	SEC24A	0.03027	0.1834
ENSG00000113621	TXNDC15	0.0001578	0.8655
ENSG00000113638	TTC33	0.005636	0.06452
ENSG00000113643	RARS	0.002702	0.3997
ENSG00000113645	WWC1	0.003749	0.6278
ENSG00000113648	H2AFY	0.01443	0.4215
ENSG00000113649	TCERG1	0.01884	0.8879
ENSG00000113657	DPYSL3	0.003866	0.7979
ENSG00000113658	SMAD5	0.0005529	0.01443
ENSG00000113712	CSNK1A1	0.01686	0.08811
ENSG00000113716	HMGXB3	0.001089	0.1028
ENSG00000113719	ERGIC1	0.001343	0.8083
ENSG00000113721	PDGFRB	0.01164	0.9351
ENSG00000113722	CDX1	0.02613	0.3581
ENSG00000113732	ATP6V0E1	0.003602	0.02142
ENSG00000113734	BNIP1	0.002257	0.1476
ENSG00000113739	STC2	0.002968	0.3047
ENSG00000113742	CPEB4	0.02289	0.2265
ENSG00000113749	HRH2	0.003091	0.9071
ENSG00000113758	DBN1	0.02226	0.9126
ENSG00000113761	ZNF346	0.04751	0.2626
ENSG00000113763	UNC5A	0.1308	0.1308
ENSG00000113790	EHHADH	0.01377	0.6232
ENSG00000113805	CNTN3	0.01583	0.5205
ENSG00000113810	SMC4	0.007273	0.1644
ENSG00000113811	SELK	0.006914	0.3872
ENSG00000113812	ACTR8	0.006914	0.6036
ENSG00000113838	TBCCD1	0.01208	0.853
ENSG00000113845	TIMMDC1	0.005077	0.711
ENSG00000113851	CRBN	0.01021	0.5463
ENSG00000113889	KNG1	0.004065	0.7485
ENSG00000113905	HRG	0.005354	0.8026
ENSG00000113924	HGD	0.01264	0.39
ENSG00000113946	CLDN16	0.0005408	0.2794
ENSG00000113971	NPHP3	0.001333	0.8338
ENSG00000114013	CD86	0.006916	0.66
ENSG00000114019	AMOTL2	0.0002164	0.6367
ENSG00000114021	NIT2	0.005399	0.2174
ENSG00000114023	FAM162A	0.002056	0.02257
ENSG00000114026	OGG1	0.04022	0.4371
ENSG00000114030	KPNA1	0.002757	0.4945
ENSG00000114054	PCCB	0.0002421	0.3916
ENSG00000114062	UBE3A	0.05051	0.9373
ENSG00000114098	ARMC8	0.03168	0.2085
ENSG00000114107	CEP70	0.01166	0.8193
ENSG00000114113	RBP2	0.08195	0.5714
ENSG00000114115	RBP1	0.002248	0.7405
ENSG00000114120	SLC25A36	0.369	0.4033
ENSG00000114124	GRK7	0.07906	0.6357
ENSG00000114125	RNF7	0.03615	0.5935
ENSG00000114126	TFDP2	0.1028	0.1045
ENSG00000114127	XRN1	0.02754	0.4915
ENSG00000114166	KAT2B	0.0007399	0.7575
ENSG00000114200	BCHE	0.003421	0.05829
ENSG00000114204	SERPINI2	0.01147	0.7272
ENSG00000114209	PDCD10	0.008384	0.7482
ENSG00000114248	LRRC31	0.01458	0.8152
ENSG00000114251	WNT5A	0.02879	0.1521
ENSG00000114268	PFKFB4	0.005659	0.2205
ENSG00000114270	COL7A1	0.0985	0.0985
ENSG00000114279	FGF12	0.003663	0.02557
ENSG00000114302	PRKAR2A	0.02578	0.6103
ENSG00000114315	HES1	0.03944	0.2048
ENSG00000114316	USP4	0.05244	0.6538
ENSG00000114331	ACAP2	0.002167	0.1928
ENSG00000114346	ECT2	0.02814	0.5134
ENSG00000114349	GNAT1	0.4736	0.5812
ENSG00000114353	GNAI2	0.102	0.726
ENSG00000114354	TFG	0.01694	0.8898
ENSG00000114378	HYAL1	0.102	0.9965
ENSG00000114383	TUSC2	0.102	0.6486
ENSG00000114388	NPRL2	0.3247	0.588
ENSG00000114391	RPL24	0.2539	0.8499
ENSG00000114395	CYB561D2	0.0793	0.9208
ENSG00000114405	C3orf14	0.01572	0.858
ENSG00000114416	FXR1	0.001172	0.6613
ENSG00000114423	CBLB	0.00143	0.9378
ENSG00000114439	BBX	0.0352	0.9588
ENSG00000114446	IFT57	0.002772	0.7573
ENSG00000114450	GNB4	0.001988	0.3727
ENSG00000114455	HHLA2	0.1484	0.5843
ENSG00000114473	IQCG	0.0008131	0.1357
ENSG00000114480	GBE1	0.01381	0.1405
ENSG00000114487	MORC1	0.01241	0.1707
ENSG00000114491	UMPS	0.00668	0.4471
ENSG00000114503	NCBP2	0.006627	0.1652
ENSG00000114520	SNX4	0.01052	0.6685
ENSG00000114529	C3orf52	0.006783	0.9709
ENSG00000114541	FRMD4B	0.001776	0.8479
ENSG00000114544	SLC41A3	0.002614	0.288
ENSG00000114547	ROPN1B	0.002614	0.1187
ENSG00000114554	PLXNA1	0.002831	0.009439
ENSG00000114573	ATP6V1A	0.005643	0.589
ENSG00000114626	ABTB1	0.0421	0.6908
ENSG00000114631	PODXL2	0.01732	0.6211
ENSG00000114638	UPK1B	0.02453	0.719
ENSG00000114646	CSPG5	0.02578	0.6334
ENSG00000114648	KLHL18	0.03298	0.7437
ENSG00000114650	SCAP	0.04129	0.2491
ENSG00000114654	EFCC1	0.01376	0.4728
ENSG00000114656	KIAA1257	0.002161	0.02331
ENSG00000114670	NEK11	0.003361	0.7087
ENSG00000114698	PLSCR4	0.003772	0.5349
ENSG00000114735	HEMK1	0.07747	0.6254
ENSG00000114737	CISH	0.102	0.1326
ENSG00000114738	MAPKAPK3	0.07747	0.1513
ENSG00000114739	ACVR2B	0.007119	0.4805
ENSG00000114742	WDR48	0.002547	0.6269
ENSG00000114744	COMMD2	0.000241	0.3703
ENSG00000114745	GORASP1	0.001574	0.2025
ENSG00000114757	PEX5L	0.04326	0.9876
ENSG00000114770	ABCC5	0.009084	0.9087
ENSG00000114771	AADAC	0.01676	0.995
ENSG00000114779	ABHD14B	0.0731	0.6889
ENSG00000114784	EIF1B	0.0528	0.09266
ENSG00000114790	ARHGEF26	9.182e-05	0.1079
ENSG00000114796	KLHL24	0.01034	0.2775
ENSG00000114805	PLCH1	0.0002945	0.8359
ENSG00000114812	VIPR1	0.005767	0.5494
ENSG00000114841	DNAH1	0.02942	0.8927
ENSG00000114850	SSR3	0.02258	0.4628
ENSG00000114853	ZBTB47	0.006564	0.03293
ENSG00000114854	TNNC1	0.2644	0.6232
ENSG00000114857	NKTR	0.005396	0.6928
ENSG00000114859	CLCN2	0.01317	0.9168
ENSG00000114861	FOXP1	0.001882	0.06507
ENSG00000114867	EIF4G1	0.01034	0.439
ENSG00000114902	SPCS1	0.0577	0.3315
ENSG00000114904	NEK4	0.01155	0.9424
ENSG00000114923	SLC4A3	0.07823	0.4016
ENSG00000114933	INO80D	0.004401	0.07221
ENSG00000114942	EEF1B2	0.1252	0.1444
ENSG00000114948	ADAM23	0.004637	0.284
ENSG00000114956	DGUOK	0.001543	0.03707
ENSG00000114978	MOB1A	0.01508	0.4485
ENSG00000114982	KANSL3	0.1932	0.6138
ENSG00000114988	LMAN2L	0.01835	0.1932
ENSG00000114993	RTKN	0.1167	0.3462
ENSG00000114999	TTL	0.01317	0.104
ENSG00000115008	IL1A	0.03311	0.9481
ENSG00000115009	CCL20	0.006954	0.9995
ENSG00000115020	PIKFYVE	0.01375	0.5754
ENSG00000115041	KCNIP3	0.01157	0.9903
ENSG00000115042	FAHD2A	0.00601	0.7848
ENSG00000115053	NCL	0.01491	0.4575
ENSG00000115073	ACTR1B	0.0009446	0.633
ENSG00000115084	SLC35F5	0.02386	0.6999
ENSG00000115085	ZAP70	0.009976	0.4222
ENSG00000115091	ACTR3	0.02905	0.3815
ENSG00000115107	STEAP3	0.003986	0.5237
ENSG00000115109	EPB41L5	0.00183	0.558
ENSG00000115112	TFCP2L1	0.005894	0.9881
ENSG00000115128	SF3B14	0.02294	0.2196
ENSG00000115129	TP53I3	0.0164	0.4382
ENSG00000115137	DNAJC27	0.0138	0.7408
ENSG00000115138	POMC	0.01951	0.3941
ENSG00000115145	STAM2	0.01873	0.2427
ENSG00000115155	OTOF	0.01047	0.4387
ENSG00000115159	GPD2	0.002696	0.1469
ENSG00000115163	CENPA	0.05975	0.4414
ENSG00000115165	CYTIP	0.007288	0.7703
ENSG00000115170	ACVR1	0.0006226	0.2155
ENSG00000115183	TANC1	0.000434	0.605
ENSG00000115194	SLC30A3	0.1021	0.5902
ENSG00000115204	MPV17	0.02573	0.9325
ENSG00000115207	GTF3C2	0.08381	0.4233
ENSG00000115216	NRBP1	0.01003	0.0268
ENSG00000115221	ITGB6	0.003927	0.2576
ENSG00000115226	FNDC4	0.02823	0.7494
ENSG00000115232	ITGA4	0.008803	0.01939
ENSG00000115233	PSMD14	0.1079	0.1079
ENSG00000115234	SNX17	0.03263	0.1809
ENSG00000115239	GPR75-ASB3	0.001006	0.7476
ENSG00000115241	PPM1G	0.01003	0.8302
ENSG00000115252	PDE1A	0.0005329	0.3766
ENSG00000115255	REEP6	0.0004335	0.6955
ENSG00000115257	PCSK4	0.0001988	0.7461
ENSG00000115263	GCG	0.04063	0.1983
ENSG00000115266	APC2	0.006275	0.9816
ENSG00000115267	IFIH1	0.0538	0.778
ENSG00000115268	RPS15	0.04278	0.04278
ENSG00000115271	GCA	0.02588	0.4134
ENSG00000115274	INO80B	0.004251	0.6441
ENSG00000115275	MOGS	0.001282	0.755
ENSG00000115282	TTC31	0.01508	0.4509
ENSG00000115286	NDUFS7	0.004912	0.521
ENSG00000115289	PCGF1	0.08504	0.5764
ENSG00000115290	GRB14	0.0004608	0.4741
ENSG00000115295	CLIP4	0.005582	0.9359
ENSG00000115297	TLX2	0.07135	0.5446
ENSG00000115306	SPTBN1	0.003413	0.5845
ENSG00000115307	AUP1	0.0758	0.9703
ENSG00000115310	RTN4	0.0007434	0.0738
ENSG00000115317	HTRA2	0.08448	0.9104
ENSG00000115318	LOXL3	0.03012	0.6561
ENSG00000115325	DOK1	0.001282	0.9104
ENSG00000115339	GALNT3	0.0006012	0.3456
ENSG00000115350	POLE4	0.01508	0.4585
ENSG00000115353	TACR1	0.009978	0.8512
ENSG00000115355	CCDC88A	0.001538	0.8272
ENSG00000115361	ACADL	0.1296	0.9621
ENSG00000115363	EVA1A	0.05605	0.6137
ENSG00000115364	MRPL19	0.01603	0.7175
ENSG00000115365	LANCL1	0.05178	0.5227
ENSG00000115368	WDR75	0.000849	0.1445
ENSG00000115380	EFEMP1	0.00702	0.7993
ENSG00000115386	REG1A	0.07462	0.6117
ENSG00000115392	FANCL	0.0006851	0.02155
ENSG00000115414	FN1	0.004977	0.9275
ENSG00000115415	STAT1	0.008985	0.6583
ENSG00000115419	GLS	0.004492	0.6205
ENSG00000115421	PAPOLG	0.001458	0.5062
ENSG00000115423	DNAH6	0.0006354	0.6946
ENSG00000115425	PECR	0.001384	0.3343
ENSG00000115446	UNC50	0.0002668	0.158
ENSG00000115457	IGFBP2	0.01515	0.7379
ENSG00000115459	ELMOD3	0.0006354	0.1309
ENSG00000115461	IGFBP5	0.01604	0.01604
ENSG00000115464	USP34	0.05248	0.6
ENSG00000115468	EFHD1	0.01096	0.3873
ENSG00000115474	KCNJ13	0.04099	0.2296
ENSG00000115484	CCT4	0.008	0.5157
ENSG00000115486	GGCX	0.0006354	0.4953
ENSG00000115488	NEU2	0.07664	0.9121
ENSG00000115504	EHBP1	0.0001455	0.6674
ENSG00000115507	OTX1	0.003816	0.7253
ENSG00000115514	TXNDC9	0.01319	0.6631
ENSG00000115520	COQ10B	0.1238	0.8048
ENSG00000115523	GNLY	0.0006354	0.9524
ENSG00000115524	SF3B1	0.0006876	0.8845
ENSG00000115525	ST3GAL5	0.01855	0.7996
ENSG00000115526	CHST10	0.001818	0.3845
ENSG00000115539	PDCL3	0.00407	0.2283
ENSG00000115540	MOB4	0.182	0.7107
ENSG00000115541	HSPE1	0.209	0.9055
ENSG00000115548	KDM3A	0.0747	0.1836
ENSG00000115556	PLCD4	0.002198	0.1292
ENSG00000115561	CHMP3	0.02549	0.08897
ENSG00000115568	ZNF142	0.004276	0.6587
ENSG00000115590	IL1R2	0.001291	0.4516
ENSG00000115593	SMYD1	0.02637	0.09053
ENSG00000115594	IL1R1	0.0154	0.6058
ENSG00000115596	WNT6	0.001857	0.5725
ENSG00000115598	IL1RL2	0.001291	0.2004
ENSG00000115602	IL1RL1	0.01297	0.2813
ENSG00000115604	IL18R1	0.001291	0.7126
ENSG00000115607	IL18RAP	0.00407	0.3579
ENSG00000115616	SLC9A2	0.006785	0.3295
ENSG00000115641	FHL2	0.009189	0.1344
ENSG00000115648	MLPH	0.001929	0.7921
ENSG00000115649	CNPPD1	0.003126	0.836
ENSG00000115652	UXS1	0.00312	0.9672
ENSG00000115657	ABCB6	0.03416	0.8724
ENSG00000115661	STK16	0.01872	0.04962
ENSG00000115665	SLC5A7	0.007659	0.1234
ENSG00000115677	HDLBP	0.00735	0.169
ENSG00000115685	PPP1R7	0.01384	0.1736
ENSG00000115687	PASK	0.01183	0.8072
ENSG00000115694	STK25	0.01425	0.6692
ENSG00000115705	TPO	0.0005593	0.729
ENSG00000115718	PROC	0.01757	0.8997
ENSG00000115750	TAF1B	7.817e-05	0.08619
ENSG00000115756	HPCAL1	0.001072	0.8447
ENSG00000115758	ODC1	0.00571	0.5694
ENSG00000115760	BIRC6	0.06207	0.9336
ENSG00000115761	NOL10	0.001072	0.1774
ENSG00000115762	PLEKHB2	0.01755	0.3717
ENSG00000115806	GORASP2	0.0001734	0.06913
ENSG00000115808	STRN	0.0126	0.4583
ENSG00000115816	CEBPZ	0.006439	0.9236
ENSG00000115825	PRKD3	0.006439	0.2333
ENSG00000115827	DCAF17	0.004553	0.004553
ENSG00000115828	QPCT	0.01548	0.1399
ENSG00000115839	RAB3GAP1	0.5261	0.7644
ENSG00000115840	SLC25A12	0.008926	0.1937
ENSG00000115841	RMDN2	0.0126	0.9819
ENSG00000115844	DLX2	0.02996	0.5919
ENSG00000115850	LCT	0.008913	0.09363
ENSG00000115866	DARS	0.004115	0.09879
ENSG00000115875	SRSF7	0.0761	0.7338
ENSG00000115884	SDC1	0.009055	0.6937
ENSG00000115896	PLCL1	0.07055	0.9493
ENSG00000115902	SLC1A4	0.0007906	0.1221
ENSG00000115904	SOS1	0.006468	0.9526
ENSG00000115919	KYNU	0.003172	0.6558
ENSG00000115935	WIPF1	0.001993	0.03256
ENSG00000115942	ORC2	0.1567	0.4746
ENSG00000115944	COX7A2L	0.0001996	0.3386
ENSG00000115946	PNO1	0.0003724	0.6548
ENSG00000115947	ORC4	0.01883	0.1866
ENSG00000115956	PLEK	0.03128	0.03366
ENSG00000115963	RND3	0.04329	0.05423
ENSG00000115966	ATF2	0.5105	0.8514
ENSG00000115970	THADA	0.004796	0.005021
ENSG00000115977	AAK1	0.008284	0.6114
ENSG00000115993	TRAK2	0.01312	0.1951
ENSG00000115998	C2orf42	0.004024	0.4641
ENSG00000116001	TIA1	0.04188	0.0992
ENSG00000116005	PCYOX1	0.008194	0.5929
ENSG00000116014	KISS1R	0.08084	0.7154
ENSG00000116016	EPAS1	0.001688	0.001688
ENSG00000116017	ARID3A	0.02101	0.5898
ENSG00000116030	SUMO1	0.07373	0.1567
ENSG00000116031	CD207	0.0004727	0.7108
ENSG00000116032	GRIN3B	0.0002985	0.1762
ENSG00000116035	VAX2	0.0004727	0.3632
ENSG00000116039	ATP6V1B1	0.003066	0.6
ENSG00000116044	NFE2L2	0.01623	0.0889
ENSG00000116062	MSH6	0.009517	0.4203
ENSG00000116095	PLEKHA3	0.03662	0.3411
ENSG00000116096	SPR	0.03526	0.772
ENSG00000116106	EPHA4	0.03284	0.5756
ENSG00000116117	PARD3B	0.01327	0.2507
ENSG00000116120	FARSB	0.006241	0.2649
ENSG00000116127	ALMS1	0.001488	0.001541
ENSG00000116128	BCL9	0.01193	0.1163
ENSG00000116132	PRRX1	0.008106	0.6923
ENSG00000116133	DHCR24	0.007543	0.02814
ENSG00000116138	DNAJC16	0.002305	0.6464
ENSG00000116141	MARK1	0.02055	0.8217
ENSG00000116147	TNR	0.1343	0.6055
ENSG00000116151	MORN1	0.0002909	0.2417
ENSG00000116157	GPX7	0.0001349	0.9402
ENSG00000116161	CACYBP	0.1167	0.1502
ENSG00000116171	SCP2	0.002253	0.851
ENSG00000116176	TPSG1	0.00152	0.03526
ENSG00000116183	PAPPA2	0.001612	0.3048
ENSG00000116191	RALGPS2	0.002404	0.6899
ENSG00000116194	ANGPTL1	0.001605	0.8145
ENSG00000116198	CEP104	0.00411	0.6508
ENSG00000116199	FAM20B	0.000558	0.05554
ENSG00000116205	TCEANC2	0.00416	0.1368
ENSG00000116209	TMEM59	0.0004906	0.07293
ENSG00000116212	LRRC42	0.005423	0.1527
ENSG00000116213	WRAP73	0.002182	0.3657
ENSG00000116218	NPHS2	0.01293	0.8242
ENSG00000116221	MRPL37	0.004959	0.8586
ENSG00000116237	ICMT	0.004564	0.7739
ENSG00000116251	RPL22	0.1531	0.8307
ENSG00000116254	CHD5	0.006703	0.7709
ENSG00000116260	QSOX1	0.001167	0.3154
ENSG00000116266	STXBP3	0.005031	0.7352
ENSG00000116273	PHF13	0.06804	0.288
ENSG00000116285	ERRFI1	0.006428	0.1035
ENSG00000116288	PARK7	0.0009223	0.3886
ENSG00000116299	KIAA1324	0.006723	0.5655
ENSG00000116337	AMPD2	0.007662	0.374
ENSG00000116350	SRSF4	0.01591	0.6935
ENSG00000116353	MECR	0.005376	0.4724
ENSG00000116396	KCNC4	0.0192	0.8738
ENSG00000116406	EDEM3	0.001844	0.783
ENSG00000116455	WDR77	0.01992	0.6025
